"","Grid.No","Plot.No","Family","Species","Size","Max.Length","Type","Creek","Canopy","Depth","Density","Mouth","Salinity","Crab","Spread","CM","Class","count"
"577",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"578",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"579",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"580",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"581",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"582",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"583",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"584",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"585",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"586",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"587",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"588",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"589",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"590",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"591",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"592",14,4,"Chanidae","Chanos chanos",4,100,"E",99.57,78.68,40.2,31.42857143,133.51,45.08,11,0.505050253,128,4,1
"593",14,5,"Horaichthyidae","Horaichthyidae",2,3,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,2,1
"594",14,5,"Horaichthyidae","Horaichthyidae",2,3,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,2,1
"595",14,5,"Horaichthyidae","Horaichthyidae",2,3,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,2,1
"596",14,5,"Horaichthyidae","Horaichthyidae",2,3,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,2,1
"597",14,5,"Horaichthyidae","Horaichthyidae",2,3,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,2,1
"598",14,5,"Horaichthyidae","Horaichthyidae",2,3,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,2,1
"599",14,5,"Horaichthyidae","Horaichthyidae",2,3,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,2,1
"600",14,5,"Horaichthyidae","Horaichthyidae",2,3,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,2,1
"601",14,5,"Horaichthyidae","Horaichthyidae",2,3,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,2,1
"602",14,5,"Horaichthyidae","Horaichthyidae",2,3,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,2,1
"603",14,5,"Horaichthyidae","Horaichthyidae",2,3,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,2,1
"604",14,5,"Horaichthyidae","Horaichthyidae",2,3,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,2,1
"605",14,5,"Horaichthyidae","Horaichthyidae",2,3,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,2,1
"606",14,5,"Horaichthyidae","Horaichthyidae",2,3,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,2,1
"607",14,5,"Horaichthyidae","Horaichthyidae",2,3,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,2,1
"608",14,5,"Horaichthyidae","Horaichthyidae",2,3,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,2,1
"609",14,5,"Horaichthyidae","Horaichthyidae",2,3,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,2,1
"610",14,5,"Horaichthyidae","Horaichthyidae",2,3,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,2,1
"611",14,5,"Horaichthyidae","Horaichthyidae",2,3,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,2,1
"612",14,5,"Horaichthyidae","Horaichthyidae",2,3,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,2,1
"613",14,5,"Horaichthyidae","Horaichthyidae",2,3,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,2,1
"614",14,5,"Horaichthyidae","Horaichthyidae",2,3,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,2,1
"615",14,5,"Apogonidae","Apogonidae 3",2,0,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,2,1
"616",14,5,"Apogonidae","Apogonidae 3",2,0,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,2,1
"617",14,5,"Apogonidae","Apogonidae 3",2,0,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,2,1
"618",14,5,"Apogonidae","Apogonidae 3",2,0,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,2,1
"619",14,5,"Apogonidae","Apogonidae 3",2,0,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,2,1
"620",14,5,"Apogonidae","Apogonidae 3",2,0,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,2,1
"621",14,5,"Apogonidae","Apogonidae 3",2,0,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,2,1
"622",14,5,"Apogonidae","Apogonidae 3",2,0,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,2,1
"623",14,5,"Apogonidae","Apogonidae 3",2,0,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,2,1
"624",14,5,"Apogonidae","Apogonidae 3",2,0,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,2,1
"625",14,5,"Apogonidae","Apogonidae 3",2,0,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,2,1
"626",14,5,"Apogonidae","Apogonidae 3",2,0,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,2,1
"627",14,5,"Apogonidae","Apogonidae 3",2,0,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,2,1
"628",14,5,"Apogonidae","Apogonidae 3",2,0,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,2,1
"629",14,5,"Apogonidae","Apogonidae 3",2,0,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,2,1
"630",14,5,"Apogonidae","Apogonidae 3",2,0,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,2,1
"631",14,5,"Apogonidae","Apogonidae 3",2.5,0,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,4,1
"632",14,5,"Apogonidae","Apogonidae 3",2.5,0,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,4,1
"633",14,5,"Apogonidae","Apogonidae 3",2.5,0,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,4,1
"634",14,5,"Apogonidae","Apogonidae 3",2.5,0,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,4,1
"635",14,5,"Apogonidae","Apogonidae 3",2.5,0,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,4,1
"636",14,5,"Apogonidae","Apogonidae 3",2.5,0,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,4,1
"637",14,5,"Apogonidae","Apogonidae 3",2.5,0,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,4,1
"638",14,5,"Apogonidae","Apogonidae 3",2.5,0,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,4,1
"639",14,5,"Apogonidae","Apogonidae 3",2.5,0,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,4,1
"640",14,5,"Apogonidae","Apogonidae 3",2.5,0,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,4,1
"641",14,5,"Apogonidae","Apogonidae 3",2.5,0,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,4,1
"642",14,5,"Apogonidae","Apogonidae 3",2.5,0,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,4,1
"643",14,5,"Apogonidae","Apogonidae 3",2.5,0,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,4,1
"644",14,5,"Apogonidae","Apogonidae 3",2.5,0,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,4,1
"645",14,5,"Apogonidae","Apogonidae 3",2.5,0,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,4,1
"646",14,5,"Apogonidae","Apogonidae 3",2.5,0,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,4,1
"647",14,5,"Apogonidae","Apogonidae 3",2.5,0,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,4,1
"648",14,5,"Apogonidae","Apogonidae 3",2.5,0,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,4,1
"649",14,5,"Apogonidae","Apogonidae 3",2.5,0,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,4,1
"650",14,5,"Apogonidae","Apogonidae 3",2.5,0,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,4,1
"651",14,5,"Apogonidae","Apogonidae 3",2.5,0,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,4,1
"652",14,5,"Apogonidae","Apogonidae 3",2.5,0,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,4,1
"653",14,5,"Apogonidae","Apogonidae 3",2.5,0,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,4,1
"654",14,5,"Apogonidae","Apogonidae 3",2.5,0,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,4,1
"655",14,5,"Apogonidae","Apogonidae 3",2.5,0,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,4,1
"656",14,5,"Apogonidae","Apogonidae 3",2.5,0,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,4,1
"657",14,5,"Apogonidae","Apogonidae 3",2.5,0,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,4,1
"658",14,5,"Apogonidae","Apogonidae 3",2.5,0,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,4,1
"659",14,5,"Apogonidae","Apogonidae 3",2.5,0,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,4,1
"660",14,5,"Apogonidae","Apogonidae 3",2.5,0,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,4,1
"661",14,5,"Apogonidae","Apogonidae 3",2.5,0,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,4,1
"662",14,5,"Apogonidae","Apogonidae 3",2.5,0,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,4,1
"663",14,5,"Apogonidae","Apogonidae 3",2.5,0,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,4,1
"664",14,5,"Apogonidae","Apogonidae 3",2.5,0,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,4,1
"665",14,5,"Apogonidae","Apogonidae 3",2.5,0,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,4,1
"666",14,5,"Apogonidae","Apogonidae 3",2.5,0,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,4,1
"667",14,5,"Apogonidae","Apogonidae 3",2.5,0,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,4,1
"668",14,5,"Apogonidae","Apogonidae 3",2.5,0,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,4,1
"669",14,5,"Apogonidae","Apogonidae 3",2.5,0,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,4,1
"670",14,5,"Apogonidae","Apogonidae 3",2.5,0,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,4,1
"671",14,5,"Apogonidae","Apogonidae 3",2.5,0,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,4,1
"672",14,5,"Apogonidae","Apogonidae 3",2.5,0,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,4,1
"673",14,5,"Apogonidae","Apogonidae 3",2.5,0,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,4,1
"674",14,5,"Apogonidae","Apogonidae 3",2.5,0,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,4,1
"675",14,5,"Apogonidae","Apogonidae 3",2.5,0,"E",57.3,20.52,80.4,2.428571429,126.34,45.31,0,1.059368052,134.02,4,1
"676",15,1,"Horaichthyidae","Horaichthyidae",2,3,"E",15.47,0,70.6,0,81.71,45.73,0,0,118.68,2,1
"677",15,1,"Horaichthyidae","Horaichthyidae",2,3,"E",15.47,0,70.6,0,81.71,45.73,0,0,118.68,2,1
"678",15,1,"Horaichthyidae","Horaichthyidae",2,3,"E",15.47,0,70.6,0,81.71,45.73,0,0,118.68,2,1
"679",15,1,"Horaichthyidae","Horaichthyidae",2,3,"E",15.47,0,70.6,0,81.71,45.73,0,0,118.68,2,1
"680",15,1,"Horaichthyidae","Horaichthyidae",2,3,"E",15.47,0,70.6,0,81.71,45.73,0,0,118.68,2,1
"681",15,1,"Horaichthyidae","Horaichthyidae",2,3,"E",15.47,0,70.6,0,81.71,45.73,0,0,118.68,2,1
"682",15,1,"Horaichthyidae","Horaichthyidae",2,3,"E",15.47,0,70.6,0,81.71,45.73,0,0,118.68,2,1
"683",15,1,"Horaichthyidae","Horaichthyidae",2,3,"E",15.47,0,70.6,0,81.71,45.73,0,0,118.68,2,1
"684",15,1,"Horaichthyidae","Horaichthyidae",2,3,"E",15.47,0,70.6,0,81.71,45.73,0,0,118.68,2,1
"685",15,1,"Horaichthyidae","Horaichthyidae",2,3,"E",15.47,0,70.6,0,81.71,45.73,0,0,118.68,2,1
"686",15,1,"Horaichthyidae","Horaichthyidae",2,3,"E",15.47,0,70.6,0,81.71,45.73,0,0,118.68,2,1
"687",15,1,"Horaichthyidae","Horaichthyidae",2,3,"E",15.47,0,70.6,0,81.71,45.73,0,0,118.68,2,1
"688",15,1,"Horaichthyidae","Horaichthyidae",2,3,"E",15.47,0,70.6,0,81.71,45.73,0,0,118.68,2,1
"689",15,1,"Horaichthyidae","Horaichthyidae",2,3,"E",15.47,0,70.6,0,81.71,45.73,0,0,118.68,2,1
"690",15,1,"Horaichthyidae","Horaichthyidae",2,3,"E",15.47,0,70.6,0,81.71,45.73,0,0,118.68,2,1
"691",15,2,NA,NA,0,0,NA,18.98,0,80.5,0,102.91,45.81,0,0,133.95,0,1
"692",15,3,NA,NA,0,0,NA,4.02,0,70.8,0,89.25,45.81,0,0,152.36,0,1
"693",15,4,"Haemulidae","Plectorhinchus gibbosus",20.98,75,"R",18.29,60,70,26.57142857,138.53,45.08,13,0.631188291,163.03,22,1
"694",15,4,"Lutjanidae","Lutjanus fulviflamma",13.36,35,"R",18.29,60,70,26.57142857,138.53,45.08,13,0.631188291,163.03,14,1
"695",15,5,"Horaichthyidae","Horaichthyidae",2,3,"E",2.83,0,80.7,0,88.03,45.81,0,0,112.42,2,1
"696",15,5,"Horaichthyidae","Horaichthyidae",2,3,"E",2.83,0,80.7,0,88.03,45.81,0,0,112.42,2,1
"697",15,5,"Horaichthyidae","Horaichthyidae",2,3,"E",2.83,0,80.7,0,88.03,45.81,0,0,112.42,2,1
"698",15,5,"Horaichthyidae","Horaichthyidae",2,3,"E",2.83,0,80.7,0,88.03,45.81,0,0,112.42,2,1
"699",15,5,"Horaichthyidae","Horaichthyidae",2,3,"E",2.83,0,80.7,0,88.03,45.81,0,0,112.42,2,1
"700",15,5,"Horaichthyidae","Horaichthyidae",2,3,"E",2.83,0,80.7,0,88.03,45.81,0,0,112.42,2,1
"701",15,5,"Horaichthyidae","Horaichthyidae",2,3,"E",2.83,0,80.7,0,88.03,45.81,0,0,112.42,2,1
"702",16,1,NA,NA,0,0,NA,5.23,89.34,80.7,55.42857143,94.81,45.08,12,0.161317698,298.14,0,1
"703",16,2,"Horaichthyidae","Horaichthyidae",2,3,"E",24.33,67.02,60.4,39.42857143,91.49,45.08,17,0.178053078,306.98,2,1
"704",16,2,"Horaichthyidae","Horaichthyidae",2,3,"E",24.33,67.02,60.4,39.42857143,91.49,45.08,17,0.178053078,306.98,2,1
"705",16,2,"Horaichthyidae","Horaichthyidae",2,3,"E",24.33,67.02,60.4,39.42857143,91.49,45.08,17,0.178053078,306.98,2,1
"706",16,2,"Horaichthyidae","Horaichthyidae",2,3,"E",24.33,67.02,60.4,39.42857143,91.49,45.08,17,0.178053078,306.98,2,1
"707",16,2,"Horaichthyidae","Horaichthyidae",2,3,"E",24.33,67.02,60.4,39.42857143,91.49,45.08,17,0.178053078,306.98,2,1
"708",16,2,"Horaichthyidae","Horaichthyidae",2,3,"E",24.33,67.02,60.4,39.42857143,91.49,45.08,17,0.178053078,306.98,2,1
"709",16,2,"Horaichthyidae","Horaichthyidae",2,3,"E",24.33,67.02,60.4,39.42857143,91.49,45.08,17,0.178053078,306.98,2,1
"710",16,2,"Horaichthyidae","Horaichthyidae",2,3,"E",24.33,67.02,60.4,39.42857143,91.49,45.08,17,0.178053078,306.98,2,1
"711",16,2,"Horaichthyidae","Horaichthyidae",2,3,"E",24.33,67.02,60.4,39.42857143,91.49,45.08,17,0.178053078,306.98,2,1
"712",16,2,"Horaichthyidae","Horaichthyidae",2,3,"E",24.33,67.02,60.4,39.42857143,91.49,45.08,17,0.178053078,306.98,2,1
"713",16,2,"Horaichthyidae","Horaichthyidae",2,3,"E",24.33,67.02,60.4,39.42857143,91.49,45.08,17,0.178053078,306.98,2,1
"714",16,2,"Horaichthyidae","Horaichthyidae",2,3,"E",24.33,67.02,60.4,39.42857143,91.49,45.08,17,0.178053078,306.98,2,1
"715",16,2,"Horaichthyidae","Horaichthyidae",2,3,"E",24.33,67.02,60.4,39.42857143,91.49,45.08,17,0.178053078,306.98,2,1
"716",16,2,"Horaichthyidae","Horaichthyidae",2,3,"E",24.33,67.02,60.4,39.42857143,91.49,45.08,17,0.178053078,306.98,2,1
"717",16,2,"Horaichthyidae","Horaichthyidae",2,3,"E",24.33,67.02,60.4,39.42857143,91.49,45.08,17,0.178053078,306.98,2,1
"718",16,2,"Horaichthyidae","Horaichthyidae",2,3,"E",24.33,67.02,60.4,39.42857143,91.49,45.08,17,0.178053078,306.98,2,1
"719",16,2,"Horaichthyidae","Horaichthyidae",2,3,"E",24.33,67.02,60.4,39.42857143,91.49,45.08,17,0.178053078,306.98,2,1
"720",16,2,"Horaichthyidae","Horaichthyidae",2,3,"E",24.33,67.02,60.4,39.42857143,91.49,45.08,17,0.178053078,306.98,2,1
"721",16,2,"Horaichthyidae","Horaichthyidae",2,3,"E",24.33,67.02,60.4,39.42857143,91.49,45.08,17,0.178053078,306.98,2,1
"722",16,2,"Horaichthyidae","Horaichthyidae",2,3,"E",24.33,67.02,60.4,39.42857143,91.49,45.08,17,0.178053078,306.98,2,1
"723",16,2,"Horaichthyidae","Horaichthyidae",2,3,"E",24.33,67.02,60.4,39.42857143,91.49,45.08,17,0.178053078,306.98,2,1
"724",16,2,"Horaichthyidae","Horaichthyidae",2,3,"E",24.33,67.02,60.4,39.42857143,91.49,45.08,17,0.178053078,306.98,2,1
"725",16,2,"Horaichthyidae","Horaichthyidae",2,3,"E",24.33,67.02,60.4,39.42857143,91.49,45.08,17,0.178053078,306.98,2,1
"726",16,2,"Horaichthyidae","Horaichthyidae",2,3,"E",24.33,67.02,60.4,39.42857143,91.49,45.08,17,0.178053078,306.98,2,1
"727",16,2,"Horaichthyidae","Horaichthyidae",2,3,"E",24.33,67.02,60.4,39.42857143,91.49,45.08,17,0.178053078,306.98,2,1
"728",16,2,"Horaichthyidae","Horaichthyidae",2,3,"E",24.33,67.02,60.4,39.42857143,91.49,45.08,17,0.178053078,306.98,2,1
"729",16,2,"Horaichthyidae","Horaichthyidae",2,3,"E",24.33,67.02,60.4,39.42857143,91.49,45.08,17,0.178053078,306.98,2,1
"730",16,2,"Horaichthyidae","Horaichthyidae",2,3,"E",24.33,67.02,60.4,39.42857143,91.49,45.08,17,0.178053078,306.98,2,1
"731",16,2,"Horaichthyidae","Horaichthyidae",2,3,"E",24.33,67.02,60.4,39.42857143,91.49,45.08,17,0.178053078,306.98,2,1
"732",16,2,"Horaichthyidae","Horaichthyidae",2,3,"E",24.33,67.02,60.4,39.42857143,91.49,45.08,17,0.178053078,306.98,2,1
"733",16,2,"Horaichthyidae","Horaichthyidae",2,3,"E",24.33,67.02,60.4,39.42857143,91.49,45.08,17,0.178053078,306.98,2,1
"734",16,2,"Horaichthyidae","Horaichthyidae",2,3,"E",24.33,67.02,60.4,39.42857143,91.49,45.08,17,0.178053078,306.98,2,1
"735",16,2,"Horaichthyidae","Horaichthyidae",2,3,"E",24.33,67.02,60.4,39.42857143,91.49,45.08,17,0.178053078,306.98,2,1
"736",16,2,"Horaichthyidae","Horaichthyidae",2,3,"E",24.33,67.02,60.4,39.42857143,91.49,45.08,17,0.178053078,306.98,2,1
"737",16,2,"Horaichthyidae","Horaichthyidae",2,3,"E",24.33,67.02,60.4,39.42857143,91.49,45.08,17,0.178053078,306.98,2,1
"738",16,2,"Horaichthyidae","Horaichthyidae",2,3,"E",24.33,67.02,60.4,39.42857143,91.49,45.08,17,0.178053078,306.98,2,1
"739",16,2,"Horaichthyidae","Horaichthyidae",2,3,"E",24.33,67.02,60.4,39.42857143,91.49,45.08,17,0.178053078,306.98,2,1
"740",16,2,"Horaichthyidae","Horaichthyidae",2,3,"E",24.33,67.02,60.4,39.42857143,91.49,45.08,17,0.178053078,306.98,2,1
"741",16,2,"Horaichthyidae","Horaichthyidae",2,3,"E",24.33,67.02,60.4,39.42857143,91.49,45.08,17,0.178053078,306.98,2,1
"742",16,2,"Horaichthyidae","Horaichthyidae",2,3,"E",24.33,67.02,60.4,39.42857143,91.49,45.08,17,0.178053078,306.98,2,1
"743",16,3,NA,NA,0,0,NA,5.03,65.14,70.8,57.28571429,73.46,45.08,15,0.371361805,269.2,0,1
"744",16,4,"Apogonidae","Apogon hyalosoma",10.2,17,"E",32.98,54.21,50.4,45.42857143,87.24,45.08,3,0.205263467,265.58,12,1
"745",16,5,NA,NA,0,0,NA,4.92,98.04,70.4,53.42857143,93.61,45.08,10,0.058048697,301.88,0,1
"746",17,1,"Apogonidae","Apogonidae 3",1.5,0,"E",57.89,89.17,90.2,26,55.78,45.08,2,0.117501941,108.86,2,1
"747",17,1,"Apogonidae","Apogonidae 3",1.5,0,"E",57.89,89.17,90.2,26,55.78,45.08,2,0.117501941,108.86,2,1
"748",17,1,"Apogonidae","Apogonidae 3",1.5,0,"E",57.89,89.17,90.2,26,55.78,45.08,2,0.117501941,108.86,2,1
"749",17,1,"Apogonidae","Apogonidae 3",1.5,0,"E",57.89,89.17,90.2,26,55.78,45.08,2,0.117501941,108.86,2,1
"750",17,1,"Apogonidae","Apogonidae 3",1.5,0,"E",57.89,89.17,90.2,26,55.78,45.08,2,0.117501941,108.86,2,1
"751",17,1,"Apogonidae","Apogonidae 3",1.5,0,"E",57.89,89.17,90.2,26,55.78,45.08,2,0.117501941,108.86,2,1
"752",17,1,"Apogonidae","Apogonidae 3",1.5,0,"E",57.89,89.17,90.2,26,55.78,45.08,2,0.117501941,108.86,2,1
"753",17,1,"Apogonidae","Apogonidae 3",1.5,0,"E",57.89,89.17,90.2,26,55.78,45.08,2,0.117501941,108.86,2,1
"754",17,1,"Apogonidae","Apogonidae 3",1.5,0,"E",57.89,89.17,90.2,26,55.78,45.08,2,0.117501941,108.86,2,1
"755",17,1,"Apogonidae","Apogonidae 3",1.5,0,"E",57.89,89.17,90.2,26,55.78,45.08,2,0.117501941,108.86,2,1
"756",17,1,"Apogonidae","Apogonidae 3",1.5,0,"E",57.89,89.17,90.2,26,55.78,45.08,2,0.117501941,108.86,2,1
"757",17,1,"Apogonidae","Apogonidae 3",1.5,0,"E",57.89,89.17,90.2,26,55.78,45.08,2,0.117501941,108.86,2,1
"758",17,1,"Apogonidae","Apogonidae 3",1.5,0,"E",57.89,89.17,90.2,26,55.78,45.08,2,0.117501941,108.86,2,1
"759",17,1,"Apogonidae","Apogonidae 3",1.5,0,"E",57.89,89.17,90.2,26,55.78,45.08,2,0.117501941,108.86,2,1
"760",17,1,"Apogonidae","Apogonidae 3",2,0,"E",57.89,89.17,90.2,26,55.78,45.08,2,0.117501941,108.86,2,1
"761",17,1,"Apogonidae","Apogonidae 3",2,0,"E",57.89,89.17,90.2,26,55.78,45.08,2,0.117501941,108.86,2,1
"762",17,1,"Apogonidae","Apogonidae 3",2,0,"E",57.89,89.17,90.2,26,55.78,45.08,2,0.117501941,108.86,2,1
"763",17,1,"Apogonidae","Apogonidae 3",2,0,"E",57.89,89.17,90.2,26,55.78,45.08,2,0.117501941,108.86,2,1
"764",17,1,"Apogonidae","Apogonidae 3",2,0,"E",57.89,89.17,90.2,26,55.78,45.08,2,0.117501941,108.86,2,1
"765",17,1,"Apogonidae","Apogonidae 3",2,0,"E",57.89,89.17,90.2,26,55.78,45.08,2,0.117501941,108.86,2,1
"766",17,1,"Apogonidae","Apogonidae 3",2,0,"E",57.89,89.17,90.2,26,55.78,45.08,2,0.117501941,108.86,2,1
"767",17,1,"Apogonidae","Apogonidae 3",2,0,"E",57.89,89.17,90.2,26,55.78,45.08,2,0.117501941,108.86,2,1
"768",17,1,"Apogonidae","Apogonidae 3",2,0,"E",57.89,89.17,90.2,26,55.78,45.08,2,0.117501941,108.86,2,1
